,Unnamed: 0,iata_code,name,coordinates,iso_region,average_wait,max_wait,min_wait,obs_count
996,27391,LCK,Rickenbacker International Airport,"-82.927803, 39.813801",US-OH,na,na,na,0
997,27392,LCQ,Lake City Gateway Airport,"-82.57689666750001, 30.1819992065",US-FL,na,na,na,na
998,27393,LDJ,Linden Airport,"-74.2445983887, 40.617401123",US-NJ,na,na,na,na
999,27394,LDM,Mason County Airport,"-86.40789795, 43.96250153",US-MI,na,na,na,na
1000,27395,LEB,Lebanon Municipal Airport,"-72.30419921880001, 43.626098632799994",US-NH,na,na,na,0
1001,27396,LEE,Leesburg International Airport,"-81.80870056, 28.82309914",US-FL,na,na,na,na
1002,27397,LEM,Lemmon Municipal Airport,"-102.106002808, 45.9187011719",US-SD,na,na,na,na
1003,27398,LEW,Auburn Lewiston Municipal Airport,"-70.2835006714, 44.048500061",US-ME,na,na,na,na
1004,27399,LEX,Blue Grass Airport,"-84.60590362548828, 38.0364990234375",US-KY,na,na,na,0
1005,27400,LFI,Langley Air Force Base,"-76.360496521, 37.082901001",US-VA,na,na,na,na
1006,27401,LFK,Angelina County Airport,"-94.75, 31.2339992523",US-TX,na,na,na,na
1007,27402,LFT,Lafayette Regional Airport,"-91.98760223, 30.20529938",US-LA,1,1,1,1
1008,27403,LGA,La Guardia Airport,"-73.87259674, 40.77719879",US-NY,3.04,6,1,25
1009,27404,LGB,Long Beach /Daugherty Field/ Airport,"-118.1520004, 33.81769943",US-CA,1.666666667,2,1,3
1010,27405,LGC,Lagrange Callaway Airport,"-85.0726013184, 33.0088996887",US-GA,na,na,na,na
1011,27406,LGD,La Grande/Union County Airport,"-118.007003784, 45.2901992798",US-OR,na,na,na,na
1012,27407,LGF,Laguna Army Airfield,"-114.3970032, 32.86000061",US-AZ,na,na,na,na
1013,27408,LGU,Logan-Cache Airport,"-111.851997375, 41.7911987305",US-UT,na,na,na,0
1014,27410,LHC,Arlington Municipal Airport,"-89.67250061035156, 35.28310012817383",US-TN,na,na,na,na
1015,27413,LHV,William T. Piper Memorial Airport,"-77.42230225, 41.13560104",US-PA,na,na,na,na
1016,27414,LIY,Wright AAF (Fort Stewart)/Midcoast Regional Airport,"-81.562303, 31.889099",US-GA,na,na,na,na
1017,27416,LFN,Triangle North Executive Airport,"-78.330299, 36.0233",US-NC,na,na,na,na
1018,27417,LIC,Limon Municipal Airport,"-103.666000366, 39.274799346900004",US-CO,na,na,na,na
1019,27418,LIT,Bill & Hillary Clinton National Airport/Adams Field,"-92.2242965698, 34.729400634799994",US-AR,na,na,na,0
1020,27421,LKP,Lake Placid Airport,"-73.96189880370001, 44.2644996643",US-NY,na,na,na,na
1021,27423,LOW,Louisa County Airport/Freeman Field,"-77.9701004, 38.00979996",US-VA,na,na,na,na
1022,27424,LKV,Lake County Airport,"-120.399002075, 42.161098480199996",US-OR,na,na,na,na
1023,27425,CHL,Challis Airport,"-114.218002, 44.522999",US-ID,na,na,na,na
1024,27431,LMS,Louisville Winston County Airport,"-89.0625, 33.1461982727",US-MS,na,na,na,na
1025,27432,LMT,Crater Lake-Klamath Regional Airport,"-121.733002, 42.156101",US-OR,1,1,1,1
1026,27433,LNA,Palm Beach County Park Airport,"-80.08509827, 26.59300041",US-FL,na,na,na,na
1027,27435,LND,Hunt Field,"-108.730003357, 42.8152008057",US-WY,na,na,na,na
1028,27436,LNK,Lincoln Airport,"-96.75920104980469, 40.85100173950195",US-NE,na,na,na,0
1029,27438,LNN,Willoughby Lost Nation Municipal Airport,"-81.3897018433, 41.683998107899995",US-OH,na,na,na,na
1030,27439,LNP,Lonesome Pine Airport,"-82.5299987793, 36.9874992371",US-VA,na,na,na,na
1031,27440,LNR,Tri-County Regional Airport,"-90.181602478, 43.2117004395",US-WI,na,na,na,na
1032,27441,LNS,Lancaster Airport,"-76.29609680175781, 40.121700286865234",US-PA,na,na,na,0
1033,27442,LOL,Derby Field,"-118.565002441, 40.0663986206",US-NV,na,na,na,na
1034,27443,BBX,Wings Field,"-75.2650985718, 40.1375007629",US-PA,na,na,na,na
1035,27444,LOT,Lewis University Airport,"-88.09619904, 41.6072998",US-IL,na,na,na,na
1036,27445,LOU,Bowman Field,"-85.6636962891, 38.2280006409",US-KY,na,na,na,na
1037,27446,LOZ,London-Corbin Airport/Magee Field,"-84.08489990230001, 37.0821990967",US-KY,na,na,na,na
1038,27447,LPC,Lompoc Airport,"-120.468002319, 34.665599823",US-CA,na,na,na,na
1039,27449,LQK,Pickens County Airport,"-82.70290374759999, 34.8100013733",US-SC,na,na,na,na
1040,27451,LRD,Laredo International Airport,"-99.46160125732422, 27.543800354003906",US-TX,na,na,na,0
1041,27452,LRF,Little Rock Air Force Base,"-92.14969635010002, 34.916900634799994",US-AR,na,na,na,na
1042,27454,LRJ,Le Mars Municipal Airport,"-96.1937027, 42.77799988",US-IA,na,na,na,na
1043,27456,LRU,Las Cruces International Airport,"-106.9219970703125, 32.289398193359375",US-NM,na,na,na,na
1044,27458,LSB,Lordsburg Municipal Airport,"-108.692001343, 32.3334999084",US-NM,na,na,na,na
1045,27459,LSE,La Crosse Municipal Airport,"-91.256699, 43.879002",US-WI,1,1,1,1
1046,27460,LSF,Lawson Army Air Field (Fort Benning),"-84.9913024902, 32.337299346900004",US-GA,na,na,na,na
1047,27461,LSK,Lusk Municipal Airport,"-104.404998779, 42.753799438499996",US-WY,na,na,na,na
1048,27462,LSN,Los Banos Municipal Airport,"-120.8690033, 37.06290054",US-CA,na,na,na,na
1049,27463,LSV,Nellis Air Force Base,"-115.033996582, 36.2361984253",US-NV,na,na,na,na
1050,27464,LTS,Altus Air Force Base,"-99.2667007446, 34.667098999",US-OK,na,na,na,na
1051,27467,LUF,Luke Air Force Base,"-112.383003235, 33.534999847399995",US-AZ,na,na,na,na
1052,27469,LUK,Cincinnati Municipal Airport Lunken Field,"-84.41860199, 39.10329819",US-OH,na,na,na,na
1053,27470,LUL,Hesler Noble Field,"-89.172203064, 31.672599792499998",US-MS,na,na,na,na
1054,27474,LVK,Livermore Municipal Airport,"-121.819999695, 37.6934013367",US-CA,na,na,na,na
1055,27475,LVL,Lawrenceville Brunswick Municipal Airport,"-77.79429626459999, 36.7728004456",US-VA,na,na,na,na
1056,27476,LVM,Mission Field,"-110.447998047, 45.6994018555",US-MT,na,na,na,na
1057,27478,LVS,Las Vegas Municipal Airport,"-105.141998291, 35.6542015076",US-NM,na,na,na,na
1058,27480,LWB,Greenbrier Valley Airport,"-80.3994979858, 37.8582992554",US-WV,na,na,na,0
1059,27481,LWC,Lawrence Municipal Airport,"-95.21659851, 39.01119995",US-KS,na,na,na,na
1060,27482,LWL,Wells Municipal Airport/Harriet Field,"-114.92199707, 41.117099762",US-NV,na,na,na,na
1061,27483,LWM,Lawrence Municipal Airport,"-71.1233978271, 42.717201232899995",US-MA,na,na,na,na
1062,27484,LWS,Lewiston Nez Perce County Airport,"-117.01499938964844, 46.3745002746582",US-ID,na,na,na,0
1063,27485,LWT,Lewistown Municipal Airport,"-109.46700286865234, 47.04930114746094",US-MT,na,na,na,0
1064,27486,LWV,Lawrenceville Vincennes International Airport,"-87.6054992676, 38.7643013",US-IL,na,na,na,na
1065,27488,LXN,Jim Kelly Field,"-99.7772979736, 40.791000366199995",US-NE,na,na,na,na
1066,27490,LXV,Lake County Airport,"-106.317001343, 39.220298767100005",US-CO,na,na,na,na
1067,27492,LYH,Lynchburg Regional Preston Glenn Field,"-79.20040130615234, 37.326698303222656",US-VA,na,na,na,0
1068,27493,LYO,Lyons-Rice County Municipal Airport,"-98.22689819, 38.34280014",US-KS,na,na,na,na
1069,27496,LZU,Gwinnett County Briscoe Field,"-83.96240234, 33.97809982",US-GA,na,na,na,na
1070,27505,PCU,Poplarville Pearl River County Airport,"-89.504501342773, 30.785999298096",US-MS,na,na,na,na
1071,27547,MLK,Malta Airport,"-107.918998718, 48.366901397700005",US-MT,na,na,na,na
1072,27562,MAC,Macon Downtown Airport,"-83.56199646, 32.82210159",US-GA,na,na,na,na
1073,27563,MAE,Madera Municipal Airport,"-120.111999512, 36.9886016846",US-CA,na,na,na,na
1074,27564,MAF,Midland International Airport,"-102.2020034790039, 31.9424991607666",US-TX,na,na,na,0
1075,27569,MAW,Malden Regional Airport,"-89.99220276, 36.6006012",US-MO,na,na,na,na
1076,27571,MBG,Mobridge Municipal Airport,"-100.4079971, 45.54650116",US-SD,na,na,na,na
1077,27572,MBL,Manistee Co Blacker Airport,"-86.24690247, 44.2723999",US-MI,na,na,na,0
1078,27573,DXE,Bruce Campbell Field,"-90.103104, 32.438702",US-MS,na,na,na,na
1079,27574,MBS,MBS International Airport,"-84.07959747314453, 43.532901763916016",US-MI,na,na,na,0
1080,27576,MBY,Omar N Bradley Airport,"-92.4270019531, 39.463901519800004",US-MO,na,na,na,na
1081,27577,MCB,Mc Comb/Pike County Airport/John E Lewis Field,"-90.47190094, 31.17849922",US-MS,na,na,na,na
1082,27578,MCC,Mc Clellan Airfield,"-121.401001, 38.66759872",US-CA,na,na,na,na
1083,27579,MCD,Mackinac Island Airport,"-84.63729858, 45.86489868",US-MI,na,na,na,na
1084,27580,MCE,Merced Regional Macready Field,"-120.5139999, 37.28469849",US-CA,na,na,na,0
1085,27581,MCF,Mac Dill Air Force Base,"-82.52120209, 27.84930038",US-FL,na,na,na,na
1086,27582,MCI,Kansas City International Airport,"-94.713898, 39.2976",US-MO,1,1,1,1
1087,27583,MCK,Mc Cook Ben Nelson Regional Airport,"-100.5920029, 40.20629883",US-NE,na,na,na,0
1088,27584,MCN,Middle Georgia Regional Airport,"-83.64920043945312, 32.69279861450195",US-GA,na,na,na,0
1089,27585,MCO,Orlando International Airport,"-81.30899810791016, 28.429399490356445",US-FL,3.72,6,2,25
1090,27586,MCW,Mason City Municipal Airport,"-93.3312988281, 43.157798767100005",US-IA,na,na,na,0
1091,27589,MDA,Martindale Army Heliport,"-98.3777999878, 29.4312992096",US-TX,na,na,na,na
1092,27590,MDD,Midland Airpark,"-102.100997925, 32.0364990234",US-TX,na,na,na,na
1093,27592,MDH,Southern Illinois Airport,"-89.25199890136719, 37.778099060058594",US-IL,na,na,na,na
1094,27594,XMD,Madison Municipal Airport,"-97.08589935, 44.01599884",US-SD,na,na,na,na
1095,27595,MDT,Harrisburg International Airport,"-76.7633972168, 40.1935005188",US-PA,2.666666667,5,1,3
1096,27596,MDW,Chicago Midway International Airport,"-87.75240325927734, 41.7859992980957",US-IL,2.2,9,1,25
1097,27597,MDF,Taylor County Airport,"-90.30329895, 45.10100174",US-WI,na,na,na,na
1098,27599,MEI,Key Field,"-88.75189971923828, 32.33259963989258",US-MS,na,na,na,0
1099,27601,MEM,Memphis International Airport,"-89.97669982910156, 35.04240036010742",US-TN,3,3,3,1
1100,27602,MER,Castle Airport,"-120.5680008, 37.38050079",US-CA,na,na,na,na
1101,27603,MEV,Minden-Tahoe Airport,"-119.7509995, 39.00030136",US-NV,na,na,na,na
1102,27607,MFD,Mansfield Lahm Regional Airport,"-82.5166015625, 40.82139968869999",US-OH,na,na,na,na
1103,27608,MFE,Mc Allen Miller International Airport,"-98.23860168, 26.17580032",US-TX,na,na,na,0
1104,27609,MFI,Marshfield Municipal Airport,"-90.18930053710001, 44.6369018555",US-WI,na,na,na,na
1105,27610,MFR,Rogue Valley International Medford Airport,"-122.87300109863281, 42.37419891357422",US-OR,2,2,2,1
1106,27611,MFV,Accomack County Airport,"-75.761100769, 37.646900177",US-VA,na,na,na,na
1107,27612,MGC,Michigan City Municipal Airport,"-86.8211975098, 41.703300476100004",US-IN,na,na,na,na
1108,27613,MGE,Dobbins Air Reserve Base,"-84.51629639, 33.91540146",US-GA,na,na,na,na
1109,27615,MGJ,Orange County Airport,"-74.26460266, 41.50999832",US-NY,na,na,na,na
1110,27616,MGM,Montgomery Regional (Dannelly Field) Airport,"-86.39399719, 32.30059814",US-AL,na,na,na,0
1111,27618,MGR,Moultrie Municipal Airport,"-83.8032989502, 31.084899902300002",US-GA,na,na,na,na
1112,27619,MGW,Morgantown Municipal Walter L. Bill Hart Field,"-79.91629791, 39.64289856",US-WV,na,na,na,0
1113,27620,MGY,Dayton-Wright Brothers Airport,"-84.224899292, 39.5890007019",US-OH,na,na,na,na
1114,27621,MHE,Mitchell Municipal Airport,"-98.03859710690001, 43.774799346900004",US-SD,na,na,na,na
1115,27622,MHK,Manhattan Regional Airport,"-96.6707992553711, 39.14099884033203",US-KS,na,na,na,0
1116,27623,MHL,Marshall Memorial Municipal Airport,"-93.20290374759999, 39.0957984924",US-MO,na,na,na,na
1117,27625,MHR,Sacramento Mather Airport,"-121.2979965, 38.55390167",US-CA,na,na,na,na
1118,27626,MHT,Manchester Airport,"-71.43569946289062, 42.93259811401367",US-NH,1.5,2,1,2
1119,27627,MHV,Mojave Airport,"-118.1520004, 35.05939865",US-CA,na,na,na,na
1120,27628,MIA,Miami International Airport,"-80.29060363769531, 25.79319953918457",US-FL,1.333333333,2,1,3
1121,27631,MIE,Delaware County Johnson Field,"-85.3958969116211, 40.2422981262207",US-IN,na,na,na,na
1122,27633,MIT,Shafter Airport - Minter Field,"-119.192002, 35.507401",US-CA,na,na,na,na
1123,27638,MJX,Ocean County Airport,"-74.29239655, 39.92750168",US-NJ,na,na,na,na
1124,27640,MKC,Charles B. Wheeler Downtown Airport,"-94.5927963256836, 39.123199462890625",US-MO,na,na,na,na
1125,27641,MKE,General Mitchell International Airport,"-87.89659881591797, 42.947200775146484",US-WI,2.076923077,5,1,13
1126,27642,MKG,Muskegon County Airport,"-86.23819733, 43.16949844",US-MI,na,na,na,0
1127,27644,MKL,Mc Kellar Sipes Regional Airport,"-88.91560364, 35.59989929",US-TN,na,na,na,0
1128,27650,MRK,Marco Island Airport,"-81.6725006104, 25.9950008392",US-FL,na,na,na,na
1129,27651,MLB,Melbourne International Airport,"-80.64530181884766, 28.102800369262695",US-FL,na,na,na,0
1130,27656,MLI,Quad City International Airport,"-90.50749969482422, 41.44850158691406",US-IL,na,na,na,0
1131,27659,MLS,Frank Wiley Field,"-105.88600158691406, 46.428001403808594",US-MT,na,na,na,0
1132,27661,MLU,Monroe Regional Airport,"-92.0376968383789, 32.51089859008789",US-LA,na,na,na,0
1133,27663,MMH,Mammoth Yosemite Airport,"-118.8379974, 37.62409973",US-CA,na,na,na,0
1134,27664,MMI,McMinn County Airport,"-84.56259918, 35.39730072",US-TN,na,na,na,na
1135,27666,MML,Southwest Minnesota Regional Airport - Marshall/Ryan Field,"-95.82189941, 44.45050049",US-MN,na,na,na,na
1136,27667,MMS,Selfs Airport,"-90.28959655759999, 34.2314987183",US-MS,na,na,na,na
1137,27668,MMT,Mc Entire Joint National Guard Base,"-80.80130005, 33.92079926",US-SC,na,na,na,na
1138,27669,MMU,Morristown Municipal Airport,"-74.41490173339844, 40.799400329589844",US-NJ,na,na,na,na
1139,27675,MNN,Marion Municipal Airport,"-83.06349945070001, 40.6161994934",US-OH,na,na,na,na
1140,27682,MOB,Mobile Regional Airport,"-88.242797851562, 30.691200256348",US-AL,na,na,na,0
1141,27683,MOD,Modesto City Co-Harry Sham Field,"-120.9540024, 37.62580109",US-CA,na,na,na,0
1142,27686,MOT,Minot International Airport,"-101.27999877929688, 48.2593994140625",US-ND,na,na,na,0
1143,27690,RMY,Mariposa Yosemite Airport,"-120.040000916, 37.5108985901",US-CA,na,na,na,na
1144,27694,MPV,Edward F Knapp State Airport,"-72.56230164, 44.20349884",US-VT,na,na,na,na
1145,27695,MPZ,Mount Pleasant Municipal Airport,"-91.51110077, 40.94660187",US-IA,na,na,na,na
1146,27696,MQB,Macomb Municipal Airport,"-90.65239715579999, 40.520099639899996",US-IL,na,na,na,na
1147,27697,MEO,Dare County Regional Airport,"-75.69550323, 35.91899872",US-NC,na,na,na,na
1148,27699,CTH,Chester County G O Carlson Airport,"-75.8655014, 39.97900009",US-PA,na,na,na,na
1149,27702,MQY,Smyrna Airport,"-86.5201034546, 36.0089988708",US-TN,na,na,na,0
1150,27703,MRB,Eastern WV Regional Airport/Shepherd Field,"-77.98459625, 39.40190125",US-WV,na,na,na,na
1151,27704,MRC,Maury County Airport,"-87.17890167239999, 35.5541000366",US-TN,na,na,na,na
1152,27705,MRF,Marfa Municipal Airport,"-104.017997, 30.371099",US-TX,na,na,na,na
1153,27710,MRY,Monterey Peninsula Airport,"-121.84300231933594, 36.58700180053711",US-CA,na,na,na,0
1154,27712,MSL,Northwest Alabama Regional Airport,"-87.61019897, 34.74530029",US-AL,na,na,na,0
1155,27713,MSN,Dane County Regional Truax Field,"-89.3375015258789, 43.13990020751953",US-WI,1,1,1,2
1156,27714,MSO,Missoula International Airport,"-114.0910034, 46.91630173",US-MT,na,na,na,0
1157,27715,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,"-93.22180175780001, 44.881999969499994",US-MN,3,5,1,25
1158,27716,MSS,Massena International Richards Field,"-74.84559631347656, 44.93579864501953",US-NY,na,na,na,0
1159,27718,MSY,Louis Armstrong New Orleans International Airport,"-90.25800323486328, 29.99340057373047",US-LA,1.571428571,3,1,14
1160,27720,MTC,Selfridge Air National Guard Base Airport,"-82.836919, 42.613463",US-MI,na,na,na,na
1161,27722,MTJ,Montrose Regional Airport,"-107.893997192, 38.509799957300004",US-CO,na,na,na,0
1162,27731,MUO,Mountain Home Air Force Base,"-115.872002, 43.043598",US-ID,na,na,na,na
1163,27734,MVC,Monroe County Airport,"-87.3509979248, 31.458000183099998",US-AL,na,na,na,na
1164,27737,MVL,Morrisville Stowe State Airport,"-72.6139984131, 44.53459930419999",US-VT,na,na,na,na
1165,27740,MVY,Martha's Vineyard Airport,"-70.6143035889, 41.3931007385",US-MA,na,na,na,0
1166,27741,MWA,Williamson County Regional Airport,"-89.01110077, 37.75500107",US-IL,na,na,na,0
1167,27743,MWH,Grant County International Airport,"-119.3199997, 47.20769882",US-WA,na,na,na,na
1168,27745,MWL,Mineral Wells Airport,"-98.0602035522, 32.7816009521",US-TX,na,na,na,na
1169,27752,MYF,Montgomery-Gibbs Executive Airport,"-117.139999, 32.8157",US-CA,na,na,na,na
1170,27754,MYL,McCall Municipal Airport,"-116.1009979, 44.88970184",US-ID,na,na,na,na
1171,27755,MYR,Myrtle Beach International Airport,"-78.9282989502, 33.6796989441",US-SC,2,4,1,4
1172,27756,MYV,Yuba County Airport,"-121.5699997, 39.09780121",US-CA,na,na,na,na
1173,27759,MZJ,Pinal Airpark,"-111.32800293, 32.5106010437",US-AZ,na,na,na,na
1174,27760,MZZ,Marion Municipal Airport,"-85.6797027588, 40.4898986816",US-IN,na,na,na,na
1175,27761,CTX,Cortland County Chase Field,"-76.21489716, 42.59260178",US-NY,na,na,na,na
1176,27767,SXY,Sidney Municipal Airport,"-75.416000366211, 42.302600860596",US-NY,na,na,na,na
1177,27777,ESP,Stroudsburg Pocono Airport,"-75.1605987549, 41.0358009338",US-PA,na,na,na,na
1178,27795,NBG,New Orleans NAS JRB/Alvin Callender Field,"-90.03500366, 29.82530022",US-LA,na,na,na,na
1179,27796,NHX,Naval Outlying Field Barin,"-87.63529968259999, 30.389099121100003",US-AL,na,na,na,na
1180,27798,DGN,Dahlgren Naval Surface Warfare Center Airport,"-77.03720093, 38.33250046",US-VA,na,na,na,na
1181,27800,NEL,Lakehurst Maxfield Field Airport,"-74.353302, 40.03329849",US-NJ,na,na,na,na
1182,27801,NEN,Whitehouse Naval Outlying Field,"-81.87190246582, 30.353900909424",US-FL,na,na,na,na
1183,27802,NEW,Lakefront Airport,"-90.028297424316, 30.042400360107",US-LA,na,na,na,na
1184,27807,NFL,Fallon Naval Air Station,"-118.7009964, 39.41659927",US-NV,na,na,na,na
1185,27808,FWH,NAS Fort Worth JRB/Carswell Field,"-97.4414978, 32.76919937",US-TX,na,na,na,na
1186,27813,NGZ,Alameda Naval Air Station,"-122.31999969482422, 37.78889846801758",US-CA,na,na,na,na
1187,27817,NHZ,Brunswick Executive Airport,"-69.93859863, 43.89220047",US-ME,na,na,na,na
1188,27826,NKX,Miramar Marine Corps Air Station - Mitscher Field,"-117.1429977, 32.86840057",US-CA,na,na,na,na
1189,27828,NLC,Lemoore Naval Air Station (Reeves Field) Airport,"-119.9520035, 36.33300018",US-CA,na,na,na,na
1190,27834,NPA,Pensacola Naval Air Station/Forrest Sherman Field,"-87.31860352, 30.35269928",US-FL,na,na,na,na
1191,27836,NQA,Millington Regional Jetport Airport,"-89.870300292969, 35.356700897217",US-TN,na,na,na,na
1192,27838,NQI,Kingsville Naval Air Station,"-97.8097000122, 27.5072002411",US-TX,na,na,na,na
1193,27839,NQX,Naval Air Station Key West/Boca Chica Field,"-81.68890381, 24.57579994",US-FL,na,na,na,na
1194,27841,NRB,Naval Station Mayport (Admiral David L. Mcdonald Field),"-81.42469788, 30.39109993",US-FL,na,na,na,na
1195,27844,NRS,Naval Outlying Field Imperial Beach (Ream Field),"-117.1169968, 32.56669998",US-CA,na,na,na,na
1196,27845,NSE,Whiting Field Naval Air Station - North,"-87.02189636, 30.7241993",US-FL,na,na,na,na
1197,27847,NTD,Point Mugu Naval Air Station (Naval Base Ventura Co),"-119.121002197, 34.120300293",US-CA,na,na,na,na
1198,27863,YUM,Yuma MCAS/Yuma International Airport,"-114.6060028, 32.65660095",US-AZ,na,na,na,na
1199,27867,NZY,North Island Naval Air Station-Halsey Field,"-117.2149963, 32.69919968",US-CA,na,na,na,na
1200,27868,NVN,Nervino Airport,"-120.352996826, 39.8185005188",US-CA,na,na,na,na
1201,27876,COA,Columbia Airport,"-120.415000916, 38.030399322499996",US-CA,na,na,na,na
1202,27879,ODC,Oakdale Airport,"-120.8000031, 37.75630188",US-CA,na,na,na,na
1203,27886,EYR,Yerington Municipal Airport,"-119.157997131, 39.0041007996",US-NV,na,na,na,na
1204,27905,OAJ,Albert J Ellis Airport,"-77.61209869380001, 34.8292007446",US-NC,na,na,na,0
1205,27906,OAK,Metropolitan Oakland International Airport,"-122.221001, 37.721298",US-CA,2.36,7,1,25
1206,27907,OAR,Marina Municipal Airport,"-121.762001, 36.68190002",US-CA,na,na,na,na
1207,27908,OBE,Okeechobee County Airport,"-80.8498001099, 27.262800216699997",US-FL,na,na,na,na
1208,27910,OCF,Ocala International Airport - Jim Taylor Field,"-82.22419739, 29.17259979",US-FL,na,na,na,0
1209,27911,OCH,A L Mangham Jr. Regional Airport,"-94.70950317, 31.57799911",US-TX,na,na,na,na
1210,27913,OCW,Warren Field,"-77.049797058105, 35.570499420166",US-NC,na,na,na,na
1211,27916,OEA,O'Neal Airport,"-87.5522003174, 38.6913986206",US-IN,na,na,na,na
1212,27919,OEO,L O Simenstad Municipal Airport,"-92.691902160645, 45.310001373291",US-WI,na,na,na,na
1213,27920,OFF,Offutt Air Force Base,"-95.912498474121, 41.118301391602",US-NE,na,na,na,na
1214,27921,OFK,Karl Stefan Memorial Airport,"-97.435096740723, 41.985500335693",US-NE,na,na,na,na
1215,27923,OGA,Searle Field,"-101.7699966, 41.11949921",US-NE,na,na,na,na
1216,27924,OGB,Orangeburg Municipal Airport,"-80.859497070312, 33.456798553467",US-SC,na,na,na,na
1217,27925,OGD,Ogden Hinckley Airport,"-112.0120010376, 41.195899963379",US-UT,1,1,1,1
1218,27927,OGS,Ogdensburg International Airport,"-75.46549987790002, 44.6819000244",US-NY,na,na,na,0
1219,27928,OIC,Lt Warren Eaton Airport,"-75.524101257324, 42.566600799561",US-NY,na,na,na,na
1220,27929,OIL,Splane Memorial Airport,"-79.7449, 41.4813",US-PA,na,na,na,na
1221,27932,OJC,Johnson County Executive Airport,"-94.73760223, 38.84759903",US-KS,na,na,na,na
1222,27933,OCN,Oceanside Municipal Airport,"-117.35399627686, 33.217300415039",US-CA,na,na,na,na
1223,27934,OKC,Will Rogers World Airport,"-97.60070037841797, 35.39310073852539",US-OK,3,4,2,2
1224,27935,ODW,AJ Eisenberg Airport,"-122.674003601, 48.251499176",US-WA,na,na,na,na
1225,27936,OKK,Kokomo Municipal Airport,"-86.05899810791, 40.528198242188",US-IN,na,na,na,na
1226,27937,OKM,Okmulgee Regional Airport,"-95.948699951172, 35.668098449707",US-OK,na,na,na,na
1227,27938,OKS,Garden County Airport,"-102.35500335693, 41.401000976562",US-NE,na,na,na,na
1228,27939,WGO,Winchester Regional Airport,"-78.14440155, 39.14350128",US-VA,na,na,na,na
1229,27942,OLD,"Dewitt Field,Old Town Municipal Airport","-68.67430115, 44.95280075",US-ME,na,na,na,na
1230,27944,OLF,L M Clayton Airport,"-105.574996948, 48.094501495399996",US-MT,na,na,na,0
1231,27946,OLM,Olympia Regional Airport,"-122.9029999, 46.9693985",US-WA,na,na,na,na
1232,27949,OLV,Olive Branch Airport,"-89.78690338130001, 34.9786987305",US-MS,na,na,na,na
1233,27953,OMA,Eppley Airfield,"-95.89409637451172, 41.303199768066406",US-NE,2.333333333,4,1,6
1234,27955,OMK,Omak Airport,"-119.517997742, 48.4644012451",US-WA,na,na,na,na
1235,27960,ONO,Ontario Municipal Airport,"-117.01399993896, 44.020500183105",US-OR,na,na,na,na
1236,27962,ONT,Ontario International Airport,"-117.60099792480469, 34.055999755859375",US-CA,1.375,2,1,8
1237,27971,NCO,Quonset State Airport,"-71.412101745605, 41.597099304199",US-RI,na,na,na,na
1238,27976,ORD,Chicago O'Hare International Airport,"-87.90480042, 41.97859955",US-IL,1.75,4,1,4
1239,27978,ORF,Norfolk International Airport,"-76.20120239257812, 36.89459991455078",US-VA,2.285714286,3,1,7
1240,27980,ORH,Worcester Regional Airport,"-71.87570190429688, 42.26729965209961",US-MA,na,na,na,0
1241,27983,ESD,Orcas Island Airport,"-122.910003662, 48.7081985474",US-WA,na,na,na,na
1242,27986,OSH,Wittman Regional Airport,"-88.55699920654297, 43.98440170288086",US-WI,na,na,na,na
1243,27987,OSU,Ohio State University Airport,"-83.072998046875, 40.0797996521",US-OH,na,na,na,na
1244,27990,OTH,Southwest Oregon Regional Airport,"-124.24600219726562, 43.41709899902344",US-OR,na,na,na,0
1245,27991,OTM,Ottumwa Regional Airport,"-92.44789886, 41.10660172",US-IA,na,na,na,na
1246,27992,OUN,University of Oklahoma Westheimer Airport,"-97.472099, 35.2456",US-OK,na,na,na,na
1247,27993,OVE,Oroville Municipal Airport,"-121.62200164795, 39.487800598145",US-CA,na,na,na,na
1248,27998,OWA,Owatonna Degner Regional Airport,"-93.26059723, 44.12340164",US-MN,na,na,na,na
1249,27999,OWB,Owensboro Daviess County Airport,"-87.16680145, 37.74010086",US-KY,1.5,2,1,2
1250,28000,OWD,Norwood Memorial Airport,"-71.1728973389, 42.1904983521",US-MA,na,na,na,na
1251,28002,OWK,Central Maine Airport of Norridgewock,"-69.86650085, 44.71549988",US-ME,na,na,na,na
1252,28005,OCE,Ocean City Municipal Airport,"-75.124000549316, 38.310398101807",US-MD,na,na,na,na
1253,28006,OXC,Waterbury Oxford Airport,"-73.135200500488, 41.47859954834",US-CT,na,na,na,na
1254,28007,OXD,Miami University Airport,"-84.78440094, 39.50230026",US-OH,na,na,na,na
1255,28009,OXR,Oxnard Airport,"-119.20700073242, 34.200801849365",US-CA,na,na,na,0
1256,28011,KOY,Olga Bay Seaplane Base,"-154.229995728, 57.161499023400005",US-AK,na,na,na,na
1257,28012,STQ,St Marys Municipal Airport,"-78.502601623535, 41.412498474121",US-PA,na,na,na,na
1258,28013,OZA,Ozona Municipal Airport,"-101.20300292969, 30.735300064087",US-TX,na,na,na,na
1259,28014,OZR,Cairns AAF (Fort Rucker) Air Field,"-85.71340179, 31.27569962",US-AL,na,na,na,na
1260,28105,BSQ,Bisbee Municipal Airport,"-109.883003235, 31.3640003204",US-AZ,na,na,na,na
1261,28107,PXL,Polacca Airport,"-110.422996521, 35.7916984558",US-AZ,na,na,na,na
